school_name,school_abbrev
Southeastern Louisiana,southeastern-louisiana
Arkansas State,arkansas-state
North Carolina-Wilmington,north-carolina-wilmington
Mount St. Mary's,mount-st-marys
Florida Atlantic,florida-atlantic
Wyoming,wyoming
Evansville,evansville
Manhattan,manhattan
Bowling Green State,bowling-green-state
Louisiana-Lafayette,louisiana-lafayette
Ball State,ball-state
Loyola (IL),loyola-il
Air Force,air-force
Hawaii,hawaii
James Madison,james-madison
Eastern Illinois,eastern-illinois
Mercer,mercer
Canisius,canisius
Loyola (MD),loyola-md
Rice,rice
Cal State Northridge,cal-state-northridge
Santa Clara,santa-clara
East Carolina,east-carolina
South Dakota State,south-dakota-state
UC-Davis,california-davis
Youngstown State,youngstown-state
Radford,radford
Maine,maine
Hampton,hampton
UC-Riverside,california-riverside
Furman,furman
Samford,samford
Texas State,texas-state
UC-Irvine,california-irvine
Northern Arizona,northern-arizona
Illinois-Chicago,illinois-chicago
Northern Illinois,northern-illinois
South Alabama,south-alabama
Delaware,delaware
Bucknell,bucknell
Lafayette,lafayette
Cal Poly,cal-poly
Holy Cross,holy-cross
Texas-Arlington,texas-arlington
Jacksonville State,jacksonville-state
North Carolina-Greensboro,north-carolina-greensboro
Arkansas-Pine Bluff,arkansas-pine-bluff
Pepperdine,pepperdine
Towson,towson
North Dakota State,north-dakota-state
Chattanooga,chattanooga
Winthrop,winthrop
Delaware State,delaware-state
Army,army
South Carolina State,south-carolina-state
IPFW,ipfw
North Florida,north-florida
New Hampshire,new-hampshire
Tennessee State,tennessee-state
Tennessee Tech,tennessee-tech
Yale,yale
Arkansas-Little Rock,arkansas-little-rock
Kennesaw State,kennesaw-state
Idaho State,idaho-state
Elon,elon
Binghamton,binghamton
Brown,brown
Louisiana-Monroe,louisiana-monroe
Nicholls State,nicholls-state
Lamar,lamar
Texas Southern,texas-southern
Monmouth,monmouth
Colgate,colgate
Sacred Heart,sacred-heart
American,american
Long Island University,long-island-university
Columbia,columbia
McNeese State,mcneese-state
Western Illinois,western-illinois
Norfolk State,norfolk-state
Eastern Washington,eastern-washington
Albany (NY),albany-ny
Navy,navy
North Carolina A&T,north-carolina-at
Sacramento State,sacramento-state
Georgia Southern,georgia-southern
Florida International,florida-international
Savannah State,savannah-state
Bethune-Cookman,bethune-cookman
Fordham,fordham
Jackson State,jackson-state
Liberty,liberty
Charleston Southern,charleston-southern
Pennsylvania,pennsylvania
New Orleans,new-orleans
Hartford,hartford
St. Francis (NY),st-francis-ny
Missouri-Kansas City,missouri-kansas-city
North Carolina-Asheville,north-carolina-asheville
Toledo,toledo
Alabama State,alabama-state
Southeast Missouri State,southeast-missouri-state
High Point,high-point
Central Connecticut State,central-connecticut-state
Longwood,longwood
Coppin State,coppin-state
Northwestern State,northwestern-state
Fairleigh Dickinson,fairleigh-dickinson
Prairie View,prairie-view
Saint Francis (PA),saint-francis-pa
Maryland-Eastern Shore,maryland-eastern-shore
Utah Valley,utah-valley
Maryland-Baltimore County,maryland-baltimore-county
Centenary (LA),centenary-la
Marist,marist
Texas-Rio Grande Valley,texas-pan-american
Southern Utah,southern-utah
Tennessee-Martin,tennessee-martin
Stetson,stetson
Wagner,wagner
Dartmouth,dartmouth
Florida A&M,florida-am
Howard,howard
NJIT,njit
Mississippi Valley State,mississippi-valley-state
Virginia Military Institute,virginia-military-institute
Alabama A&M,alabama-am
Gardner-Webb,gardner-webb
Chicago State,chicago-state
Grambling,grambling
Southern,southern
Alcorn State,alcorn-state
