school_name,school_abbrev
Denver,denver
Lehigh,lehigh
Mercer,mercer
Georgia State,georgia-state
Virginia Military Institute,virginia-military-institute
Arkansas-Little Rock,arkansas-little-rock
William & Mary,william-mary
Wake Forest,wake-forest
McNeese State,mcneese-state
Appalachian State,appalachian-state
Charleston Southern,charleston-southern
Maine,maine
Hampton,hampton
Columbia,columbia
Cal State Northridge,cal-state-northridge
Winthrop,winthrop
Louisiana-Lafayette,louisiana-lafayette
St. Francis (NY),st-francis-ny
Liberty,liberty
Tennessee Tech,tennessee-tech
UC-Davis,california-davis
Nicholls State,nicholls-state
Texas-San Antonio,texas-san-antonio
Bowling Green State,bowling-green-state
Louisiana Tech,louisiana-tech
North Florida,north-florida
Illinois-Chicago,illinois-chicago
Holy Cross,holy-cross
Youngstown State,youngstown-state
Elon,elon
Wagner,wagner
Campbell,campbell
Lamar,lamar
Stony Brook,stony-brook
Montana State,montana-state
Albany (NY),albany-ny
Tennessee State,tennessee-state
Lafayette,lafayette
Brown,brown
Eastern Kentucky,eastern-kentucky
Texas-Arlington,texas-arlington
Texas State,texas-state
Cal State Fullerton,cal-state-fullerton
Presbyterian,presbyterian
Portland State,portland-state
Utah Valley,utah-valley
Southern Utah,southern-utah
Central Michigan,central-michigan
Morgan State,morgan-state
Northern Illinois,northern-illinois
Towson,towson
UC-Riverside,california-riverside
Eastern Washington,eastern-washington
San Diego,san-diego
Coppin State,coppin-state
Fordham,fordham
Northwestern State,northwestern-state
Missouri-Kansas City,missouri-kansas-city
Southeastern Louisiana,southeastern-louisiana
Savannah State,savannah-state
Eastern Michigan,eastern-michigan
Gardner-Webb,gardner-webb
Mount St. Mary's,mount-st-marys
Seattle,seattle
Florida International,florida-international
Sacred Heart,sacred-heart
Chattanooga,chattanooga
Troy,troy
Monmouth,monmouth
South Dakota,south-dakota
South Alabama,south-alabama
Citadel,citadel
North Carolina-Greensboro,north-carolina-greensboro
Hartford,hartford
New Hampshire,new-hampshire
Texas Southern,texas-southern
Florida Gulf Coast,florida-gulf-coast
Jackson State,jackson-state
Navy,navy
Army,army
Stetson,stetson
Idaho State,idaho-state
Bethune-Cookman,bethune-cookman
Jacksonville State,jacksonville-state
Samford,samford
Eastern Illinois,eastern-illinois
Cal State Bakersfield,cal-state-bakersfield
Saint Francis (PA),saint-francis-pa
Manhattan,manhattan
North Dakota,north-dakota
Niagara,niagara
North Carolina A&T,north-carolina-at
Delaware State,delaware-state
Norfolk State,norfolk-state
Southeast Missouri State,southeast-missouri-state
Texas A&M-Corpus Christi,texas-am-corpus-christi
South Carolina Upstate,south-carolina-upstate
Tennessee-Martin,tennessee-martin
High Point,high-point
Bryant,bryant
North Carolina Central,north-carolina-central
NJIT,njit
Fairleigh Dickinson,fairleigh-dickinson
Alabama State,alabama-state
Marist,marist
Binghamton,binghamton
Mississippi Valley State,mississippi-valley-state
Sacramento State,sacramento-state
Kennesaw State,kennesaw-state
Louisiana-Monroe,louisiana-monroe
Toledo,toledo
Dartmouth,dartmouth
Western Illinois,western-illinois
Alabama A&M,alabama-am
Colgate,colgate
Georgia Southern,georgia-southern
Longwood,longwood
Texas-Rio Grande Valley,texas-pan-american
South Carolina State,south-carolina-state
Radford,radford
Florida A&M,florida-am
Houston Baptist,houston-baptist
Grambling,grambling
Maryland-Baltimore County,maryland-baltimore-county
Howard,howard
Central Arkansas,central-arkansas
Maryland-Eastern Shore,maryland-eastern-shore
Prairie View,prairie-view
Arkansas-Pine Bluff,arkansas-pine-bluff
Southern Illinois-Edwardsville,southern-illinois-edwardsville
Alcorn State,alcorn-state
Centenary (LA),centenary-la
Southern,southern
Chicago State,chicago-state
